Truth,Time,Substream_ID,Value0,Value1,Value2,Value3,Critical
D,6275,0,Male,67,173,blonde,True
B,6276,0,Male,33,204,brown,False
C,6277,0,Male,43,164,blonde,False
D,6278,0,Male,69,177,blonde,True
B,6279,0,Male,35,216,blonde,False
C,6280,0,Male,41,160,brown,False
D,6281,0,Male,69,175,brown,True
B,6282,0,Male,40,200,blonde,False
C,6283,0,Male,45,159,blonde,False
D,6284,0,Male,65,165,blonde,True
D,6285,0,Male,73,165,brown,True
B,6286,0,Male,40,200,brown,False
C,6287,0,Male,44,163,blonde,False
D,6288,0,Male,65,168,brown,True
D,6289,0,Male,69,171,brown,True
B,6290,0,Male,35,202,brown,False
C,6291,0,Male,42,158,blonde,False
D,6292,0,Male,67,177,brown,True
B,6293,0,Male,38,211,brown,False
A,6294,0,Male,16,177,blonde,False
B,6295,0,Male,36,213,blonde,False
C,6296,0,Male,36,161,blonde,False
D,6297,0,Male,74,180,blonde,True
B,6298,0,Male,37,211,blonde,False
C,6299,0,Male,34,159,blonde,False
D,6300,0,Male,75,166,brown,True
B,6301,0,Male,42,202,brown,False
C,6302,0,Male,45,161,blonde,False
D,6303,0,Male,80,170,blonde,True
B,6304,0,Male,40,200,brown,False
C,6305,0,Male,44,163,blonde,False
D,6306,0,Male,78,175,brown,True
D,6307,0,Male,67,165,brown,True
D,6308,0,Male,67,171,brown,True
D,6309,0,Male,72,166,brown,True
B,6310,0,Male,34,205,brown,False
A,6311,0,Male,18,175,blonde,False
B,6312,0,Male,44,204,brown,False
C,6313,0,Male,43,158,blonde,False
D,6314,0,Male,72,166,brown,True
D,6315,0,Male,68,175,brown,True
B,6316,0,Male,40,200,brown,False
C,6317,0,Male,41,159,blonde,False
D,6318,0,Male,79,179,brown,True
B,6319,0,Male,45,210,brown,False
A,6320,0,Male,18,177,blonde,False
B,6321,0,Male,44,209,blonde,False
C,6322,0,Male,39,156,brown,False
A,6323,0,Male,21,165,blonde,False
B,6324,0,Male,36,202,blonde,False
A,6325,0,Male,17,179,brown,False
B,6326,0,Male,37,220,brown,False
C,6327,0,Male,42,158,brown,False
D,6328,0,Male,73,168,blonde,True
B,6329,0,Male,37,208,brown,False
A,6330,0,Male,16,174,brown,False
B,6331,0,Male,38,220,blonde,False
C,6332,0,Male,44,159,brown,False
D,6333,0,Male,76,165,brown,True
B,6334,0,Male,41,212,brown,False
C,6335,0,Male,44,159,blonde,False
D,6336,0,Male,72,176,brown,True
B,6337,0,Male,45,202,brown,False
C,6338,0,Male,43,162,blonde,False
D,6339,0,Male,65,178,brown,True
B,6340,0,Male,40,218,brown,False
C,6341,0,Male,35,164,blonde,False
D,6342,0,Male,67,168,blonde,True
B,6343,0,Male,33,219,brown,False
C,6344,0,Male,34,161,blonde,False
D,6345,0,Male,71,169,brown,True
B,6346,0,Male,40,212,blonde,False
C,6347,0,Male,45,158,blonde,False
D,6348,0,Male,70,166,brown,True
B,6349,0,Male,37,200,blonde,False
C,6350,0,Male,33,164,brown,False
D,6351,0,Male,70,170,blonde,True
B,6352,0,Male,33,218,brown,False
C,6353,0,Male,39,155,brown,False
D,6354,0,Male,77,170,brown,True
D,6355,0,Male,76,177,brown,True
D,6356,0,Male,79,179,blonde,True
B,6357,0,Male,41,209,brown,False
A,6358,0,Male,22,166,brown,False
C,6359,0,Male,34,162,blonde,False
D,6360,0,Male,65,168,blonde,True
B,6361,0,Male,40,201,blonde,False
A,6362,0,Male,16,176,blonde,False
B,6363,0,Male,35,212,brown,False
A,6364,0,Male,24,180,blonde,False
B,6365,0,Male,45,206,blonde,False
A,6366,0,Male,17,170,blonde,False
B,6367,0,Male,41,206,blonde,False
A,6368,0,Male,22,178,blonde,False
B,6369,0,Male,45,218,brown,False
C,6370,0,Male,33,159,brown,False
D,6371,0,Male,71,177,brown,True
B,6372,0,Male,42,208,blonde,False
A,6373,0,Male,25,166,brown,False
B,6374,0,Male,40,216,brown,False
C,6375,0,Male,35,161,brown,False
D,6376,0,Male,70,174,blonde,True
B,6377,0,Male,43,219,brown,False
A,6378,0,Male,25,179,brown,False
B,6379,0,Male,32,215,blonde,False
C,6380,0,Male,41,162,blonde,False
D,6381,0,Male,74,174,brown,True
B,6382,0,Male,40,208,brown,False
A,6383,0,Male,19,170,brown,False
B,6384,0,Male,39,211,brown,False
A,6385,0,Male,24,171,brown,False
B,6386,0,Male,44,211,brown,False
C,6387,0,Male,45,159,blonde,False
D,6388,0,Male,74,180,blonde,True
B,6389,0,Male,41,202,blonde,False
A,6390,0,Male,21,180,brown,False
B,6391,0,Male,45,200,brown,False
A,6392,0,Male,23,171,brown,False
B,6393,0,Male,40,209,brown,False
A,6394,0,Male,17,171,brown,False
B,6395,0,Male,38,201,blonde,False
A,6396,0,Male,25,173,brown,False
B,6397,0,Male,41,208,blonde,False
A,6398,0,Male,17,174,blonde,False
C,6399,0,Male,33,160,blonde,False
D,6400,0,Male,71,168,brown,True
B,6401,0,Male,40,216,blonde,False
C,6402,0,Male,38,161,brown,False
D,6403,0,Male,79,174,brown,True
B,6404,0,Male,42,207,brown,False
A,6405,0,Male,20,177,blonde,False
C,6406,0,Male,45,160,brown,False
D,6407,0,Male,74,180,blonde,True
B,6408,0,Male,36,203,brown,False
A,6409,0,Male,16,171,blonde,False
B,6410,0,Male,43,205,blonde,False
C,6411,0,Male,32,164,brown,False
D,6412,0,Male,66,169,blonde,True
B,6413,0,Male,42,214,blonde,False
A,6414,0,Male,21,177,brown,False
B,6415,0,Male,42,204,brown,False
A,6416,0,Male,25,172,blonde,False
B,6417,0,Male,40,213,brown,False
C,6418,0,Male,38,158,brown,False
D,6419,0,Male,74,170,brown,True
D,6420,0,Male,72,177,brown,True
D,6421,0,Male,73,178,brown,True
D,6422,0,Male,79,165,blonde,True
B,6423,0,Male,35,216,blonde,False
A,6424,0,Male,21,169,blonde,False
B,6425,0,Male,45,216,brown,False
A,6426,0,Male,25,174,blonde,False
B,6427,0,Male,40,219,blonde,False
A,6428,0,Male,19,180,blonde,False
B,6429,0,Male,44,200,blonde,False
A,6430,0,Male,22,179,brown,False
B,6431,0,Male,39,200,blonde,False
C,6432,0,Male,34,155,blonde,False
D,6433,0,Male,66,169,brown,True
B,6434,0,Male,38,203,brown,False
C,6435,0,Male,33,161,blonde,False
D,6436,0,Male,70,175,blonde,True
B,6437,0,Male,32,207,brown,False
A,6438,0,Male,25,175,brown,False
B,6439,0,Male,41,203,brown,False
A,6440,0,Male,20,166,blonde,False
B,6441,0,Male,41,209,blonde,False
C,6442,0,Male,42,155,blonde,False
D,6443,0,Male,76,176,blonde,True
B,6444,0,Male,42,204,brown,False
C,6445,0,Male,44,162,brown,False
D,6446,0,Male,74,170,brown,True
B,6447,0,Male,41,204,blonde,False
A,6448,0,Male,24,172,brown,False
B,6449,0,Male,44,216,blonde,False
A,6450,0,Male,17,172,brown,False
B,6451,0,Male,36,211,brown,False
A,6452,0,Male,17,166,blonde,False
B,6453,0,Male,39,213,brown,False
A,6454,0,Male,18,173,brown,False
B,6455,0,Male,37,215,blonde,False
A,6456,0,Male,16,173,brown,False
B,6457,0,Male,34,216,blonde,False
A,6458,0,Male,23,176,blonde,False
B,6459,0,Male,38,210,brown,False
A,6460,0,Male,19,174,blonde,False
B,6461,0,Male,41,207,brown,False
A,6462,0,Male,22,178,blonde,False
B,6463,0,Male,33,212,brown,False
A,6464,0,Male,21,176,blonde,False
B,6465,0,Male,41,208,brown,False
A,6466,0,Male,18,165,blonde,False
B,6467,0,Male,40,210,brown,False
C,6468,0,Male,34,156,brown,False
D,6469,0,Male,69,179,brown,True
B,6470,0,Male,44,213,brown,False
A,6471,0,Male,22,171,brown,False
B,6472,0,Male,45,200,blonde,False
A,6473,0,Male,17,173,blonde,False
B,6474,0,Male,41,212,brown,False
A,6475,0,Male,24,170,blonde,False
B,6476,0,Male,39,206,blonde,False
C,6477,0,Male,33,161,blonde,False
D,6478,0,Male,79,174,brown,True
D,6479,0,Male,72,169,brown,True
B,6480,0,Male,41,220,brown,False
C,6481,0,Male,45,155,blonde,False
D,6482,0,Male,73,178,brown,True
B,6483,0,Male,38,208,brown,False
A,6484,0,Male,23,180,brown,False
B,6485,0,Male,38,214,brown,False
C,6486,0,Male,45,161,brown,False
D,6487,0,Male,80,172,blonde,True
B,6488,0,Male,45,209,brown,False
A,6489,0,Male,19,172,brown,False
B,6490,0,Male,33,217,blonde,False
C,6491,0,Male,33,160,blonde,False
D,6492,0,Male,78,172,blonde,True
D,6493,0,Male,73,173,blonde,True
B,6494,0,Male,36,207,blonde,False
A,6495,0,Male,24,166,brown,False
B,6496,0,Male,39,207,brown,False
A,6497,0,Male,25,166,blonde,False
B,6498,0,Male,34,212,blonde,False
A,6499,0,Male,23,170,blonde,False
B,6500,0,Male,45,219,blonde,False
C,6501,0,Male,37,157,brown,False
D,6502,0,Male,75,171,brown,True
B,6503,0,Male,32,210,brown,False
A,6504,0,Male,20,171,blonde,False
B,6505,0,Male,35,214,brown,False
A,6506,0,Male,22,180,brown,False
B,6507,0,Male,36,207,brown,False
C,6508,0,Male,40,161,brown,False
D,6509,0,Male,75,170,brown,True
B,6510,0,Male,32,204,blonde,False
C,6511,0,Male,42,161,brown,False
D,6512,0,Male,77,175,brown,True
B,6513,0,Male,40,217,brown,False
A,6514,0,Male,19,178,blonde,False
B,6515,0,Male,34,207,brown,False
A,6516,0,Male,17,167,brown,False
C,6517,0,Male,37,162,blonde,False
D,6518,0,Male,75,176,brown,True
B,6519,0,Male,32,206,blonde,False
A,6520,0,Male,19,168,brown,False
B,6521,0,Male,37,215,blonde,False
A,6522,0,Male,18,180,blonde,False
B,6523,0,Male,41,202,blonde,False
A,6524,0,Male,25,165,blonde,False
C,6525,0,Male,33,155,brown,False
D,6526,0,Male,73,177,blonde,True
B,6527,0,Male,45,210,blonde,False
C,6528,0,Male,40,163,blonde,False
D,6529,0,Male,66,170,brown,True
B,6530,0,Male,40,213,blonde,False
A,6531,0,Male,18,174,brown,False
C,6532,0,Male,40,158,brown,False
D,6533,0,Male,73,168,brown,True
B,6534,0,Male,41,210,blonde,False
A,6535,0,Male,19,174,brown,False
B,6536,0,Male,38,211,blonde,False
C,6537,0,Male,39,155,blonde,False
D,6538,0,Male,71,178,blonde,True
D,6539,0,Male,72,177,brown,True
D,6540,0,Male,72,180,brown,True
B,6541,0,Male,37,208,brown,False
A,6542,0,Male,20,170,brown,False
B,6543,0,Male,35,209,blonde,False
C,6544,0,Male,34,161,brown,False
D,6545,0,Male,66,176,brown,True
D,6546,0,Male,68,169,blonde,True
B,6547,0,Male,41,204,blonde,False
C,6548,0,Male,44,160,blonde,False
D,6549,0,Male,65,170,blonde,True
B,6550,0,Male,32,219,blonde,False
A,6551,0,Male,22,176,brown,False
B,6552,0,Male,33,217,blonde,False
A,6553,0,Male,22,171,blonde,False
C,6554,0,Male,42,159,blonde,False
D,6555,0,Male,75,168,brown,True
D,6556,0,Male,71,165,blonde,True
B,6557,0,Male,33,207,blonde,False
C,6558,0,Male,34,160,blonde,False
D,6559,0,Male,68,172,brown,True
D,6560,0,Male,76,169,brown,True
B,6561,0,Male,42,206,blonde,False
A,6562,0,Male,21,177,blonde,False
B,6563,0,Male,36,201,blonde,False
C,6564,0,Male,42,158,brown,False
D,6565,0,Male,76,178,blonde,True
D,6566,0,Male,69,177,brown,True
B,6567,0,Male,33,201,blonde,False
A,6568,0,Male,16,179,brown,False
C,6569,0,Male,38,163,blonde,False
A,6570,0,Male,25,170,brown,False
C,6571,0,Male,45,164,blonde,False
D,6572,0,Male,69,178,brown,True
B,6573,0,Male,42,209,brown,False
C,6574,0,Male,40,160,brown,False
D,6575,0,Male,79,174,blonde,True
B,6576,0,Male,32,200,brown,False
A,6577,0,Male,16,176,brown,False
B,6578,0,Male,33,209,brown,False
A,6579,0,Male,20,172,brown,False
B,6580,0,Male,44,220,brown,False
A,6581,0,Male,19,166,brown,False
C,6582,0,Male,34,163,brown,False
D,6583,0,Male,68,167,brown,True
B,6584,0,Male,36,218,brown,False
A,6585,0,Male,24,177,brown,False
C,6586,0,Male,42,159,brown,False
D,6587,0,Male,78,175,blonde,True
D,6588,0,Male,68,172,blonde,True
B,6589,0,Male,43,212,blonde,False
C,6590,0,Male,43,155,blonde,False
D,6591,0,Male,73,178,brown,True
B,6592,0,Male,35,212,blonde,False
A,6593,0,Male,20,177,blonde,False
B,6594,0,Male,38,216,blonde,False
A,6595,0,Male,16,179,blonde,False
B,6596,0,Male,41,219,blonde,False
A,6597,0,Male,17,170,brown,False
B,6598,0,Male,33,218,blonde,False
C,6599,0,Male,45,159,blonde,False
D,6600,0,Male,78,169,brown,True
B,6601,0,Male,37,201,blonde,False
A,6602,0,Male,16,169,blonde,False
C,6603,0,Male,34,161,brown,False
D,6604,0,Male,68,173,brown,True
B,6605,0,Male,36,212,brown,False
A,6606,0,Male,17,178,blonde,False
C,6607,0,Male,44,155,blonde,False
D,6608,0,Male,65,172,blonde,True
B,6609,0,Male,38,200,brown,False
C,6610,0,Male,35,163,blonde,False
D,6611,0,Male,79,165,brown,True
D,6612,0,Male,72,173,brown,True
D,6613,0,Male,68,167,brown,True
D,6614,0,Male,71,178,brown,True
B,6615,0,Male,33,219,brown,False
C,6616,0,Male,39,161,brown,False
A,6617,0,Male,20,174,brown,False
C,6618,0,Male,39,158,blonde,False
D,6619,0,Male,68,167,brown,True
B,6620,0,Male,45,206,blonde,False
C,6621,0,Male,40,159,blonde,False
D,6622,0,Male,70,166,blonde,True
B,6623,0,Male,42,211,brown,False
C,6624,0,Male,42,155,brown,False
D,6625,0,Male,65,166,blonde,True
B,6626,0,Male,45,208,brown,False
C,6627,0,Male,32,158,blonde,False
D,6628,0,Male,70,178,brown,True
D,6629,0,Male,80,176,blonde,True
B,6630,0,Male,42,209,brown,False
A,6631,0,Male,17,172,brown,False
B,6632,0,Male,34,202,blonde,False
C,6633,0,Male,33,164,brown,False
D,6634,0,Male,76,176,blonde,True
B,6635,0,Male,39,202,blonde,False
C,6636,0,Male,45,157,blonde,False
D,6637,0,Male,72,169,brown,True
B,6638,0,Male,39,215,brown,False
A,6639,0,Male,21,174,brown,False
B,6640,0,Male,45,209,blonde,False
A,6641,0,Male,19,179,blonde,False
C,6642,0,Male,43,159,brown,False
D,6643,0,Male,78,166,brown,True
B,6644,0,Male,39,213,blonde,False
A,6645,0,Male,21,179,brown,False
B,6646,0,Male,36,219,blonde,False
C,6647,0,Male,42,156,blonde,False
A,6648,0,Male,16,178,brown,False
B,6649,0,Male,41,207,brown,False
A,6650,0,Male,19,171,blonde,False
B,6651,0,Male,39,212,brown,False
A,6652,0,Male,16,166,blonde,False
B,6653,0,Male,35,203,brown,False
A,6654,0,Male,25,169,brown,False
B,6655,0,Male,40,208,blonde,False
A,6656,0,Male,25,170,brown,False
B,6657,0,Male,43,210,blonde,False
A,6658,0,Male,21,180,brown,False
B,6659,0,Male,41,219,brown,False
C,6660,0,Male,36,159,blonde,False
D,6661,0,Male,75,166,blonde,True
B,6662,0,Male,45,208,blonde,False
A,6663,0,Male,25,173,brown,False
C,6664,0,Male,32,164,blonde,False
D,6665,0,Male,66,168,blonde,True
D,6666,0,Male,74,168,blonde,True
B,6667,0,Male,43,206,blonde,False
C,6668,0,Male,36,161,brown,False
A,6669,0,Male,24,177,blonde,False
B,6670,0,Male,45,211,blonde,False
A,6671,0,Male,21,169,brown,False
B,6672,0,Male,39,215,blonde,False
C,6673,0,Male,41,156,blonde,False
D,6674,0,Male,77,170,blonde,True
D,6675,0,Male,67,172,brown,True
B,6676,0,Male,41,219,blonde,False
A,6677,0,Male,19,173,blonde,False
B,6678,0,Male,37,217,brown,False
C,6679,0,Male,33,160,brown,False
D,6680,0,Male,65,169,brown,True
B,6681,0,Male,43,214,brown,False
A,6682,0,Male,22,166,brown,False
C,6683,0,Male,42,157,brown,False
D,6684,0,Male,78,180,blonde,True
D,6685,0,Male,74,173,brown,True
B,6686,0,Male,39,216,blonde,False
A,6687,0,Male,21,173,blonde,False
B,6688,0,Male,35,212,blonde,False
C,6689,0,Male,38,163,brown,False
D,6690,0,Male,71,171,brown,True
B,6691,0,Male,40,209,blonde,False
A,6692,0,Male,24,165,brown,False
B,6693,0,Male,45,219,brown,False
C,6694,0,Male,44,160,blonde,False
D,6695,0,Male,72,174,blonde,True
B,6696,0,Male,42,203,blonde,False
A,6697,0,Male,21,168,brown,False
B,6698,0,Male,45,205,brown,False
A,6699,0,Male,22,169,blonde,False
C,6700,0,Male,44,156,brown,False
D,6701,0,Male,72,168,blonde,True
B,6702,0,Male,40,200,brown,False
C,6703,0,Male,33,164,blonde,False
A,6704,0,Male,17,180,blonde,False
B,6705,0,Male,37,209,blonde,False
C,6706,0,Male,34,157,brown,False
D,6707,0,Male,72,171,blonde,True
D,6708,0,Male,70,169,blonde,True
B,6709,0,Male,43,209,brown,False
C,6710,0,Male,43,157,blonde,False
D,6711,0,Male,69,168,blonde,True
B,6712,0,Male,35,216,brown,False
A,6713,0,Male,20,175,brown,False
B,6714,0,Male,41,209,blonde,False
A,6715,0,Male,16,171,brown,False
B,6716,0,Male,37,204,brown,False
A,6717,0,Male,22,173,blonde,False
B,6718,0,Male,34,201,blonde,False
A,6719,0,Male,17,166,blonde,False
B,6720,0,Male,42,210,brown,False
C,6721,0,Male,44,164,blonde,False
D,6722,0,Male,70,171,brown,True
B,6723,0,Male,35,208,brown,False
C,6724,0,Male,42,156,brown,False
D,6725,0,Male,77,176,blonde,True
B,6726,0,Male,32,219,blonde,False
C,6727,0,Male,43,158,blonde,False
D,6728,0,Male,69,169,brown,True
B,6729,0,Male,34,206,brown,False
C,6730,0,Male,43,155,blonde,False
D,6731,0,Male,75,175,brown,True
B,6732,0,Male,32,208,brown,False
C,6733,0,Male,38,162,brown,False
D,6734,0,Male,77,174,brown,True
D,6735,0,Male,65,171,brown,True
B,6736,0,Male,45,207,blonde,False
A,6737,0,Male,24,167,blonde,False
B,6738,0,Male,32,212,blonde,False
A,6739,0,Male,18,176,brown,False
B,6740,0,Male,35,209,blonde,False
C,6741,0,Male,45,161,brown,False
D,6742,0,Male,77,173,brown,True
D,6743,0,Male,78,179,brown,True
B,6744,0,Male,43,202,brown,False
C,6745,0,Male,43,157,blonde,False
D,6746,0,Male,80,173,blonde,True
D,6747,0,Male,78,165,blonde,True
B,6748,0,Male,40,214,brown,False
A,6749,0,Male,23,176,blonde,False
B,6750,0,Male,36,216,brown,False
A,6751,0,Male,22,180,blonde,False
B,6752,0,Male,38,214,blonde,False
C,6753,0,Male,32,161,blonde,False
D,6754,0,Male,80,180,brown,True
D,6755,0,Male,65,180,blonde,True
D,6756,0,Male,68,176,blonde,True
B,6757,0,Male,43,203,brown,False
A,6758,0,Male,21,167,brown,False
B,6759,0,Male,42,210,brown,False
A,6760,0,Male,22,179,brown,False
C,6761,0,Male,32,156,brown,False
D,6762,0,Male,68,165,brown,True
D,6763,0,Male,76,173,blonde,True
D,6764,0,Male,75,168,blonde,True
B,6765,0,Male,39,209,brown,False
C,6766,0,Male,37,158,blonde,False
D,6767,0,Male,74,167,blonde,True
B,6768,0,Male,39,206,brown,False
C,6769,0,Male,45,162,brown,False
D,6770,0,Male,68,180,blonde,True
D,6771,0,Male,65,177,blonde,True
B,6772,0,Male,39,217,brown,False
C,6773,0,Male,33,155,brown,False
D,6774,0,Male,69,178,blonde,True
B,6775,0,Male,32,213,blonde,False
A,6776,0,Male,20,175,blonde,False
B,6777,0,Male,40,206,blonde,False
C,6778,0,Male,40,157,blonde,False
D,6779,0,Male,71,167,brown,True
D,6780,0,Male,77,169,brown,True
B,6781,0,Male,36,200,brown,False
A,6782,0,Male,21,169,brown,False
B,6783,0,Male,35,212,blonde,False
A,6784,0,Male,22,168,brown,False
B,6785,0,Male,41,203,blonde,False
A,6786,0,Male,18,169,brown,False
B,6787,0,Male,34,211,brown,False
A,6788,0,Male,22,176,blonde,False
C,6789,0,Male,39,157,blonde,False
D,6790,0,Male,65,170,brown,True
B,6791,0,Male,40,204,blonde,False
A,6792,0,Male,21,176,brown,False
B,6793,0,Male,43,209,blonde,False
C,6794,0,Male,34,164,blonde,False
D,6795,0,Male,72,172,blonde,True
B,6796,0,Male,35,202,brown,False
A,6797,0,Male,20,166,brown,False
C,6798,0,Male,42,159,brown,False
D,6799,0,Male,78,172,brown,True
B,6800,0,Male,41,219,blonde,False
A,6801,0,Male,17,170,brown,False
B,6802,0,Male,44,201,brown,False
A,6803,0,Male,19,176,blonde,False
B,6804,0,Male,37,218,blonde,False
C,6805,0,Male,36,163,blonde,False
D,6806,0,Male,80,177,blonde,True
B,6807,0,Male,45,220,brown,False
C,6808,0,Male,41,161,blonde,False
D,6809,0,Male,71,173,brown,True
D,6810,0,Male,70,170,blonde,True
B,6811,0,Male,40,204,blonde,False
A,6812,0,Male,17,167,blonde,False
B,6813,0,Male,35,207,blonde,False
A,6814,0,Male,23,175,blonde,False
B,6815,0,Male,45,211,blonde,False
A,6816,0,Male,18,179,brown,False
B,6817,0,Male,35,201,brown,False
C,6818,0,Male,37,162,blonde,False
D,6819,0,Male,77,178,blonde,True
B,6820,0,Male,45,220,blonde,False
C,6821,0,Male,42,155,blonde,False
D,6822,0,Male,79,169,brown,True
B,6823,0,Male,38,217,blonde,False
A,6824,0,Male,23,179,brown,False
B,6825,0,Male,36,219,brown,False
A,6826,0,Male,17,180,blonde,False
B,6827,0,Male,44,212,blonde,False
A,6828,0,Male,17,174,brown,False
C,6829,0,Male,40,160,brown,False
D,6830,0,Male,65,170,blonde,True
B,6831,0,Male,45,208,blonde,False
C,6832,0,Male,40,157,brown,False
A,6833,0,Male,23,173,blonde,False
B,6834,0,Male,36,206,brown,False
A,6835,0,Male,20,169,blonde,False
C,6836,0,Male,32,164,brown,False
D,6837,0,Male,72,168,blonde,True
B,6838,0,Male,34,208,blonde,False
C,6839,0,Male,34,159,blonde,False
D,6840,0,Male,66,177,blonde,True
B,6841,0,Male,45,200,blonde,False
C,6842,0,Male,38,162,brown,False
D,6843,0,Male,74,174,brown,True
B,6844,0,Male,40,220,blonde,False
C,6845,0,Male,33,164,blonde,False
D,6846,0,Male,79,175,blonde,True
B,6847,0,Male,36,213,brown,False
A,6848,0,Male,24,176,brown,False
B,6849,0,Male,42,213,brown,False
A,6850,0,Male,18,167,brown,False
B,6851,0,Male,34,211,brown,False
C,6852,0,Male,36,160,blonde,False
D,6853,0,Male,70,170,brown,True
D,6854,0,Male,66,168,brown,True
D,6855,0,Male,79,174,blonde,True
B,6856,0,Male,35,203,brown,False
A,6857,0,Male,18,179,blonde,False
B,6858,0,Male,43,214,brown,False
A,6859,0,Male,17,175,brown,False
B,6860,0,Male,32,212,blonde,False
A,6861,0,Male,25,170,blonde,False
B,6862,0,Male,35,213,brown,False
A,6863,0,Male,25,173,blonde,False
B,6864,0,Male,35,207,blonde,False
C,6865,0,Male,40,161,brown,False
D,6866,0,Male,73,175,blonde,True
D,6867,0,Male,77,167,brown,True
D,6868,0,Male,73,172,blonde,True
D,6869,0,Male,77,177,brown,True
B,6870,0,Male,33,216,blonde,False
A,6871,0,Male,23,165,brown,False
B,6872,0,Male,32,219,blonde,False
A,6873,0,Male,17,169,blonde,False
B,6874,0,Male,45,208,blonde,False
A,6875,0,Male,24,174,blonde,False
B,6876,0,Male,40,217,brown,False
C,6877,0,Male,32,164,blonde,False
A,6878,0,Male,21,177,brown,False
B,6879,0,Male,34,209,blonde,False
A,6880,0,Male,22,174,blonde,False
B,6881,0,Male,38,207,blonde,False
A,6882,0,Male,25,173,blonde,False
B,6883,0,Male,44,207,brown,False
C,6884,0,Male,39,157,blonde,False
D,6885,0,Male,80,173,blonde,True
B,6886,0,Male,35,219,blonde,False
C,6887,0,Male,42,162,brown,False
D,6888,0,Male,78,170,brown,True
D,6889,0,Male,75,180,blonde,True
B,6890,0,Male,41,218,blonde,False
A,6891,0,Male,18,174,brown,False
B,6892,0,Male,33,208,brown,False
C,6893,0,Male,44,164,brown,False
D,6894,0,Male,75,168,brown,True
B,6895,0,Male,33,218,brown,False
A,6896,0,Male,18,176,brown,False
B,6897,0,Male,42,212,brown,False
C,6898,0,Male,39,155,blonde,False
D,6899,0,Male,72,180,blonde,True
D,6900,0,Male,69,180,blonde,True
D,6901,0,Male,66,180,blonde,True
B,6902,0,Male,36,207,brown,False
C,6903,0,Male,39,160,blonde,False
D,6904,0,Male,71,168,blonde,True
B,6905,0,Male,36,215,brown,False
A,6906,0,Male,16,174,brown,False
B,6907,0,Male,37,209,blonde,False
C,6908,0,Male,45,161,brown,False
D,6909,0,Male,79,165,brown,True
B,6910,0,Male,41,220,brown,False
C,6911,0,Male,43,162,brown,False
D,6912,0,Male,70,180,brown,True
